Company Name,Factory Address,Principal Exportable Product
Navid Woolwears Ltd.,"Shaitalia, Shishu Palli Road
Gazipur
Sreepur","Sweaters
											 ,Cardigans"
Navy Hosiery,"Plot # A/2, A/3, BSCIC Industrial Estate, Enayet Nagar
Narayanganj
Narayangonj","T-Shirts
											 ,Polo Shirts											,Roll-Neck											,Sweat Shirts"
NAZ Apparel Exports Ltd.,"2/A/A, First Colony, Mazar Road
Dhaka
Mirpur","Ladies Dresses
											 ,Overalls											,Trousers											,Shorts"
NAZ Bangladesh Ltd.,"5, Bishuya Kuribari,
Gazipur
Gazipur","T-Shirt
											 ,Polo Shirt											,Sweat Shirt"
Naz Knit Wear Ltd.,"Anwar Plaza (3rd Floor), Ganak Bari
Dhaka
Savar","T-Shirts
											 ,Polo Shirts"
Naziat Sweaters Ltd.,"309, Challabon, Shah Kabir Mazar Road
Dhaka
Uttara","Sweaters
											 ,Pullovers											,Cardigans											,Jumpers"
Nazifa Corporation Ltd.,"Plot # A-151 (Middle Part), BSCIC I/E
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Pullover"
Nazim Fashion Ltd.,"445, 453, Sataish,
Gazipur
Tongi",Sweaters
N/A,N/A,N/A
Near Neat Fashion Ltd.,"104, Borobagh, Mirpur-2
Dhaka
Dhaka","S-Shirts
											 ,Polo Shirts"
Need Dresses (Pvt.) Ltd.,"1113/1140, Enayet Bazar Road,
Chittagong
Enayet Bazar","Shirts
											 ,Swim Trunks											,Fleece Jackets"
Need Fashion Wear & Textile Ltd.,"1112/1140, Enayet Bazar Road,
Chittagong
Enayet Bazar","Shirts
											 ,Pants											,Swim Trunks											,Fleece Jackets"
Need Tex CTG. Ltd.,"154/C, Rajakhali Road, East Bakalia
Chittagong
Chittagong","Shirts
											 ,Dress											,Pants"
Needle Drop Ltd.,"50, Chandrapara, National University
Gazipur
Gazipur","Shirts
											 ,Blouses											,School Dress											,Pajama Sets"
Needle Fashion Ltd.,"House # 01, Block # C, Dour Main Road,, Kamarpara, Puratan Bazar
Dhaka
Turag","Shirts
											 ,Pants											,Top											,Bottom"
Needle Touch Garments Ltd.,"House # 45, Road # 27, Sector # 7
Dhaka
Uttara","Babies Wears
											 ,T-Shirts											,Polo Shirts"
Needle-Work Ltd.,"16/1 & 16/1 Ka, New Jurain, Buriganga Setu Market (2nd Fl)
Dhaka
Jurain","Trousers
											 ,Skirts											,Bermuda"
Needs Fashions (Pvt.) Ltd.,"124-125, Darus Salam(5th floor),
Dhaka
Mirpur Road","T-Shirts
											 ,Payjama											,Boxer Shorts											,Vest"
N/A,N/A,N/A
Nemrac Design Ltd.,"Plot # B-434, BSCIC I/A, Shashangaon
Narayanganj
Fatullah","T-Shirts
											 ,Polo Shirts"
Nemsan Fashion Management Ltd.,"D.T. Road, Banur Bazar,
Chittagong
Sitakunda","Knit Items
											 ,Infantswears											,Underwears"
Neo Fashion Ltd.,"Varari, Rajfulbaria, Tetuljhora
Dhaka
Savar","Shirts
											 ,Jackets											,Pants"
N/A,N/A,N/A
Network Apparel Ltd.,"Shahid Rawshan Sarak, Chandona
Gazipur
Gazipur Sadar","t-Shirts
											 ,Polo Shirts"
Network Clothing Ltd.,"228/3, 92nd-4th Floor), Shahid rawshan Sarak
Gazipur
Chandana","T-Shirts
											 ,Polo Shirts											,Payjama Sets"
New Asia Fashions Ltd.,"40/3, Anwar Jong Road, Charabag, Ashulia
Dhaka
Dhaka","Woven Bottom
											 ,Polo Shirt											,T-Shirt											,Jacket"
N/A,N/A,N/A
New Dacca Inds. Ltd.,"Sarabo,
Gazipur
B. Baria","Mens Top & Bottoms
											 ,Ladies Top & Bottoms											,KIds Top & Bottoms"
New Era Fashions MFRS. (BD) Ltd.,"Plot  # 10, 11 & 12 (Part), Setor # 8
Chittagong
CEPZ","T-Shirt
											 ,Polo- Shirt											,Tanktop"
N/A,N/A,N/A
New Generation Fashion Ltd.,"Buriganga Shetu Market (2nd Floor), 16/1, New Jurain
Dhaka
Jurain","Shirts
											 ,Jackets											,Pants"
New Horizon (BD) Ltd.,"Kolma-1,
Dhaka",Sweaters
N/A,N/A,N/A
New Line Clothings Ltd.,"Plot # 1945, Kouchuakuri, Kamrangachala, Mouchak
Gazipur
Kaliakoir","Jackets
											 ,Trousers"
N/A,N/A,N/A
N/A,N/A,N/A
New Prince Apparels Ltd.,"471, Abdullahbagh, Satarkul Road
Dhaka
Uttar Badda","Jackets
											 ,Pants											,Skirts"
N/A,N/A,N/A
N/A,N/A,N/A
New Time Fashion Ltd.,"House # 703, Nuton Nagar, Ganok Bari, Ashulia
Dhaka
Savar","Shirts
											 ,Pants											,T-Shirts											,Polo Shirts"
New Wave Apparel Ltd.,"45, Kallyanpur Main Road,
Dhaka
Shamoli","Shirts
											 ,Ladies Blouses											,Babies Wears"
N/A,N/A,N/A
N/A,N/A,N/A
New World Apparels Ltd.,"Gosbag, Zirabo
Dhaka
Savar","Shirts
											 ,Shorts											,Trousers"
Newage Apparels Ltd.,"Purba Narshingdhipur, Zirabo
Dhaka
Savar","Shirts
											 ,Ladies Blouses											,Sweat Shirts"
Newage Fashionwear Ltd.,"42/I, Indira Road,
Dhaka
Tejgaon","Knitted Jersey
											 ,Polo Shirts											,Sweat Shirts"
Newage Garments Ltd.,"Nischintapur,
Dhaka
Ashulia","Casual Shirts
											 ,Ladies Blouses											,Girls Blouses"
News Style Garments Ltd.,"Lufun Tower (5th Floor), Plot # E/13, Middle Badda
Dhaka
Badda","Shirts
											 ,Jackets											,Pants											,Jogging Suits"
Newstar Fashions Ltd.,"Plot # 98 (2nd Floor),
Gazipur
Choydana","Shirts
											 ,Ladies Items											,Night Dress											,Pants"
N/A,N/A,N/A
Newtex Design Ltd.,"Gorai I/A, Mamin Nagar
Tangail
Mirzapur","Jackets
											 ,Polo Shirts											,Sweat Shirts											,Pajama Sets"
Newtex Knit Fashions Ltd.,"Gorai Industrial Area,
Tangail
Mirzapur","T-Shirts
											 ,Polo Shirts											,Tank Tops											,Trousers"
Next Collections Ltd.,"1323-1325, Beron, Ashulia
Dhaka
B. Baria","Shirts
											 ,Jackets											,Pants"
Next Composite Ltd.,"A/92, BSCIC I/A, Enayetnagar
Narayanganj
Fatullah","Jackets
											 ,Pants											,T-Shirts"
N/A,N/A,N/A
Nextgen Style Ltd.,"Tingaon, Duptara, Araihazar, Narayanganj
Narayanganj
Narayangonj","Ladies Dresses
											 ,Children Dresses											,Trousers											,Pants"
Nexus Design Ltd.,"Nexus Tower, Chowdhury Bari Road, Vogra
Gazipur
Joydevpur","Sweaters
											 ,Cardigans											,Pullovers											,Vest"
Nexus Fashion Ltd.,"Nexus Tower, Chowdhury Bari Road, Vogra
Gazipur
Joydevpur","T-Shirts
											 ,Polo Shirts"
Nexus Knitwear Ltd.,"Nexus Tower, Vogra,
Gazipur
Joydevpur","Sweaters
											 ,Cardigans"
Nexus Sweaters Inds.(Pvt) Ltd.,"Nexus Tower, Chowdhury Bari Road, Vogra
Gazipur
Joydevpur","Sweaters
											 ,Cardigans											,Pullovers											,Vest"
NHT Fashions Ltd.,"Plot # 20-22, Sector # 5
Chittagong
Chittagong EPZ","Shirts
											 ,Pants"
Niagara Textiles Ltd.,"Chandra Circle, Union- Atabah
Gazipur
Kaliakoir","T-Shirts
											 ,Polo Shirts											,Shorts"
N/A,N/A,N/A
Nibir Sweater Ltd.,"Nahar Plaza, College Road, Matuail
Dhaka
Jatrabari",Sweaters
Nice Apparels Inds. Ltd.,"Chotto Shilmondi, Tripordi
Narayanganj
Sonargaon","Windbreakers
											 ,Casual Trousers											,Jogging Suits											,Knit Top"
Nice Dresses (Pvt) Ltd.,"Selina Tower (Grng-2nd Fl), Islambag, Holan Road, Dhakhinkhan
Dhaka
Uttara","Fleece Shirts
											 ,Polo Shirts											,Jackets											,T-Shirts"
N/A,N/A,N/A
Nightingale Fashion Ltd.,"Plot # A75-78, BSCIC Inds. Estate,
Gazipur
Konabari","T-Shirts
											 ,Polo Shirts											,Payjama											,Tank Top"
Nimmi Apparels Ltd.,"42 & 43, Moshair Chalabon, Azampur
Dhaka
Uttara","Payjama Sets
											 ,Pants											,Robe											,Skirts"
Nipa Fashion Wear Industry Ltd.,"Selina Tower (Grng-2nd Fl), Islambag, Holan Road, Dhakhinkhan
Dhaka
Uttara","Jackets
											 ,Pants											,Shorts											,Trousers"
Nipa Knit Wear Company,"Selina Tower, Holan Road, Islam Bagh, Dakhinkhan
Dhaka
Uttara","Shirts
											 ,Jackets											,T-Shirts											,Polo Shirts"
N/A,N/A,N/A
Niponika Garments Ltd.,"24, North Kafrul,
Dhaka
Cantonment","Shirts
											 ,Ladies Shirts											,Childrens Shirts"
Nippon Garment Inds. Ltd.,"Auchpara,
Gazipur
Gazipur","Jackets
											 ,Ladies Wears											,Babies Wears"
N/A,N/A,N/A
Nipun (Pte) Ltd.,"217/1/A, Beribadh,
Dhaka
Dhaka","Jackets
											 ,Pants											,Patchwork Quilt"
N/A,N/A,N/A
Nirzhor Knitwear Ltd.,"House # 139, Block # C, Road # 02, Nayamati, Pagla, Fatullah
Narayanganj
Narayangonj","T-Shirts
											 ,Polo Shirts											,Tank Top"
N/A,N/A,N/A
NLZ Fashion Ltd.,"Plot # 2, Sector # 4/A,
Chittagong
Chittagong","Shirts
											 ,Pants											,T-Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Noba Textiles Limited,"249/C, South Jatrabari,
Dhaka
Jatrabari","Shirts
											 ,Jackets											,Shorts											,Trousers"
N/A,N/A,N/A
Nodetex Fashions Ltd.,"Ashulia Road, Jamgora
Dhaka
Savar",Sweaters
Nofs Garments Ltd.,"40/41, Probal Housing, Ring Road
Dhaka
Mohammadpur","Jackets
											 ,Pants											,Jogging Sets"
Noman Fashion Fabrics Ltd.,"Pagar,
Gazipur
Tongi","Shirts
											 ,Jackets											,T-Shirts											,Polo Shirts"
Noman Terry Towel Mills Ltd.,"Purbo Vawal Mirzapur,
Gazipur
Gazipur Sadar","Shirts
											 ,Pants"
Nomura Corporation Ltd.,"93, Kazi Nazrul Islam Avenue,
Dhaka
Kawran Bazar","Shirts
											 ,Trousers											,Jogging Sets"
Noobass Fashion Ltd.,"(Behind of the Rani Mahal Cinema Hall), Sarulia
Dhaka
Demra","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
Noor Garments Ltd.,"BSCIC Industrial Estate, F. I. D. C. RD.
Chittagong
Kalurghat","Shirts
											 ,Pants											,Blouses"
N/A,N/A,N/A
N/A,N/A,N/A
Noorun Nahar Knitwear Ltd.,"4, Suzat Mansion (7th Floor), Section # 12
Dhaka
Mirpur",Sweaters
Norban Comtex Ltd.,"Mouza Sarabo, Kashimpur
Gazipur","T-Shirts
											 ,Polo Shirts"
Nordic Knit Ltd.,"84, Kalmeshwar,
Gazipur
Board Bazar","T-Shirts
											 ,Polo Shirts"
Norp Knit Industries Ltd.,"North Khailpur, National University
Gazipur","T-Shirts
											 ,Knit Tops											,Kids Items											,Knit Bottom"
Norp Knit Industries Ltd. (Unit-2),"93, Islampur, Nandun
Gazipur",",Pants											,T-Shirts											,Polo Shirts"
Brandix Casualwear Bangladesh Ltd.,"Plot # 61 - 71,
Comilla","Sweaters
											 ,Pullovers											,Cardigans"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Northern Clothing Ltd.,"Holding # J-1 (1st, 5th & 6th Floor), Word # 7, EPZ-Kaliakoir Road, Chandra
Gazipur
Gazipur","Knit Bottom
											 ,Pants											,T-Shirts											,Polo shirts"
Northern Corporation Ltd.,"BSCIC Indutrial Estate,
Gazipur
B. Baria","T-Shirts
											 ,Polo Shirts											,Sportswear"
Northern Fashion Ltd.,"Plot # 16-18, Dakhin Panishail, EPZ-Kaliakoir Road
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Tank Tops"
Northern Garments Ltd.,"4/2 A, Plot # 49 & 7, 135 Gopalpur, Munnu Nagar
Gazipur
Tongi","t-Shirts
											 ,Polo Shirts"
Nova Apparels,"House # 79 (4th & 5th Fl), Block - E, Bir Uttam Shahid Ziaur Rahman Sarani
Dhaka
Banani","Trousers
											 ,Jackets											,Shorts											,Jeans"
N/A,N/A,N/A
Novel Garments Inds. Ltd.,"122/A, Tejgaon I/A,
Dhaka
Tejgaon","Blouses
											 ,Jackets											,Children/Infantwears"
Novel Hurricane Knit Gmts. Ltd.,"Bokran Monipur (Ground, 1st & 2nd Floor), Mirzapur
Gazipur
Gazipur","Jackets
											 ,T-Shirts											,Jogger											,Dress"
Novelty Sweater Ltd.,"House # 47, Road # 6, Talipara, Chandona Chowrasta
Gazipur
Chowrasta",Sweaters
Novimoda Knitwear Ltd.,"Kolomeshar, Board Bazar
Gazipur
Joydevpur","T-Shirts
											 ,Polo Shirts"
Nowsin Garments Inds. Ltd.,"Gacha Road, Gacha
Gazipur
Gazipur Sadar","Rain Wears
											 ,Jackets											,Coveralls											,Ski Bib"
N/A,N/A,N/A
NSR Fashion Ltd.,"Durgapur, Zirabo, Ashulia
Dhaka
Savar","T-Shirts
											 ,Polo Shirts"
Nucon Garments Limited,"Shah Plaza, Airport Road, 375, Badartilla
Chittagong
Bandar","Jackets
											 ,Pants											,Swimming Shorts											,Trousers"
Nufa Textile Ltd.,"House # 516, Road # 1/4/3, Borodewra, Chanditola, Nishad Nagar
Gazipur
Tongi","T-Shirts
											 ,Pants"
Nur Enterprise Ltd.,"Nur Enterprise (4th Fl), 212, Baizid Bostami Road
Chittagong
Nasirabad","Jackets
											 ,Jogging Suits											,Pants											,Shirts"
Nurani Dyeing & Sweater Ltd.,"Fatehpur,
Feni
Feni",Sweaters
Nurani Dyeing & Sweater Ltd. (Sw. Unit),"Fatahpur,
Feni
Feni","Sweater
											 ,Pullovers											,Cardigans"
Nusaifa Fashionwear Ltd.,"Plot # G-8, Main Road, Pallabi (2nd Part)
Dhaka
Mirpur-12","T-Shirts
											 ,Polo shirts"
NZN Fashion Wears Ltd.,"150, Iqbal Road, Patherghata
Chittagong","Shirts
											 ,Jeans											,Shortalls"
NZN Garments Ltd.,"150, Iqbal Road,
Chittagong
Patherghata","Shirts
											 ,Jeans											,Overalls"
O.B.A. Fashion Ltd.,"92/93, DT Road,
Chittagong
Dewanhat","Jackets
											 ,Ladies Items											,Jogging Suits											,Trousers"
O-2 Apparel Ltd.,"Joy Bangla Road,
Gazipur
Gazipur Sadar",Sweater
N/A,N/A,N/A
Oasis Fashion Ltd.,"591, Gacha,
Gazipur
Board Bazar","Sweaters
											 ,Cardigans											,Pullovers											,Vest"
Oasis Fashion Ltd. (Unit-2),"Kashem Complex, Gacha Road,,
Gazipur
Board Bazar",Sweater
OBA Apparels Limited,"1111, Biswamber Nag Lane, Goshail Danga
Chittagong","Jackets
											 ,Ladies Items											,Jogging Suits											,Trousers"
Ocean & Design (BD) Ltd.,"Zamgara, Earpur union,
Dhaka
Savar","Shirts
											 ,Ladies Shirts											,Jackets											,Trousers"
Ocean Apparels,"DS-2, 1st Floor (East Wing), Road # 2
Chittagong
Chittagong EPZ","Shirts
											 ,Pants"
Ocean Fashions Ltd.,"Plot # 2, Road # 2, Section # 7
Dhaka
Mirpur","Overalls
											 ,Trousers											,Shorts											,Jackets"
Ocean Sweater Ind. (Pvt.) Ltd.,"Islampur, Joudebpur
Gazipur
Gazipur","Pullovers
											 ,Cardigans											,Sweaters"
Ocean Trousers Ltd.,"Laximpur, Chandona,
Gazipur
Joydevpur","Jackets
											 ,Trousers											,Skirts											,Shorts"
O'Dell Apparels Ltd.,"Plot # M-4/3, Road # 7
Section # 7, Pallabi
Mirpur
Dhaka","Shirts
											 ,Pants"
Odessa Fashions Ltd.,"Nalzani, Chandana
Gazipur
Joydevpur","Pullovers
											 ,Cardigans											,Jumpers											,Vests"
Odyssey Dresses Ltd.,"Joy Bangla Road, KB Bazar
Gazipur
Bara Bari","Shirts
											 ,Ladies Shirts"
Oishi Fashions (Pvt) Ltd.,"Shaheen Complex 23, Gazipura
Gazipur
Tongi",Sweaters
N/A,N/A,N/A
Old River Knitting Ltd.,"446, Kamarjuri,
Gazipur
Board Bazar","T-Shirts
											 ,Polo Shirts											,Vest"
Oli Knitting Fabrics Ltd.,"Ganakbari,
Dhaka
Savar","T-Shirts
											 ,Polo Shirts"
Olio Apparels Ltd.,"1/1, North Kamalapur,
Dhaka
Kamalapur","Shirts
											 ,Skirts											,Pants"
Olira Fashions Ltd.,"Plot # 683, Begum Rokeya Sarani, Shaewrapara
Dhaka
Mirpur","Shirts
											 ,Pants											,T-Shirts											,Polo Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Omega Style Ltd.,"Baraider Chala,
Gazipur
Sreepur","T-Shirts
											 ,Polo Shirts"
Omega Sweaters Ltd.,"Baraiderchala , Sreepur, Gazipur, Bangladesh
Gazipur
B. Baria",Sweaters
Omi Apparels Ltd.,"AM Plaza (6th & 7th Floor), 76, DIT Road
Dhaka
Malibagh","Jackets
											 ,Pants											,Shorts											,Trousers"
One Composite Mills Ltd.,"Bishuya Kuribari, Mirzapur
Gazipur
Gazipur Sadar","T-Shirts
											 ,Polo Shirts											,Tank Top"
One Up Sweaters Ltd.,"Plot no:122-123, Choydana, Hazir Pukur, P.O: National University, Gazipur, Bangladesh.
Gazipur
Gazipur","Sweaters
											 ,Men, Ladies											,Infants, Kids,Shawls											,Ponchos, Hats"
N/A,N/A,N/A
N/A,N/A,N/A
Onus Apparels Ltd.,"95/B, DIT ROAD,
Dhaka
Rampura","Shirts
											 ,Overall											,Pants"
Onus Design Ltd.,"Joy Bangla Road, Barobari, Kunia
Gazipur
K.B. Bazar","Ladies Shirts
											 ,Ladies Pants"
Onus Garments Ltd.,"Joy Bangla Road, Barobari, Kunia
Gazipur
K.B. Bazar","Shirts
											 ,Trousers"
Opex Apparels Ltd,"Kanchpur,
Narayanganj
Sonargaon","Shirts
											 ,Blouses											,Vest"
Opex Designers Ltd.,"Kanchpur,
Narayanganj
Sonargaon","Shirts
											 ,Blouses											,Dresses Uniforms"
Opex Fashions Limited,"I/1 & I/2, Block # C, Section # 13
Dhaka
Mirpur","Shirts
											 ,Fashion Wears											,Trousers"
Opex Garments Ltd.,"56/1, Block # C, Section # 13,,
Dhaka
Mirpur","Shirts
											 ,Blouses											,Trousers"
Opex Industries Ltd.,"Kanchpur,
Narayanganj
Sonargaon","Shirts
											 ,Blouses											,Jackets"
Opex Readywears Ltd.,"Kanchpur,
Narayanganj
Sonargaon","Blouses
											 ,Knit Items											,Jogging Suits"
Opex Stylewear Ltd..,"56/1, Lane # 1, Block - C, Sector # 13
Dhaka
Mirpur","Blouses
											 ,Jackets											,Trousers"
Opex Sweaters Ltd.,"Kanchpur,
Narayanganj
Sonargaon","Sweaters
											 ,Knit Items"
N/A,N/A,N/A
Optimo Jeans Ltd.,"Zarun,
Gazipur
Konabari","Shirts
											 ,Jackets											,Pants											,Trousers"
Optimum Fashions Wear Ltd.,"Shashongaon, Enayetnagar
Narayanganj
Fatullah","Shrts
											 ,Pants											,T-Shirs"
Optimum Ltd.,"Amir Complex (7th Floor), Plot # 43, Sector # 3
Dhaka
Uttara","Jackets
											 ,Bip Pants											,Trousers											,Bermuda Shorts"
Option Knitwear Ltd.,"East Chandura,
Gazipur
Kaliakoir","T-Shirts
											 ,Polo Shirts"
Opus Fashion Ltd.,"16, DIT Road,
Dhaka
Malibagh","Jackets
											 ,Jogging Suit											,Knit Garments"
Benchmark Knitwear Limited,"414/A, 4/762, Auturar Dipo, Tula Company
Chittagong
Chittagong","Shirts
											 ,Pants"
Orbid Apparels Ltd.,"186, Maddya Gazirchat, Ashulia-EPZ Road
Dhaka
Savar","T-Shirts
											 ,Polo Shirts											,Tank Tops"
N/A,N/A,N/A
N/A,N/A,N/A
Orbitex Knitwear Ltd.,"Gorat, Ashulia, Savar
Dhaka
Dhaka","Woven Jacket
											 ,Top											,Bottom"
Orchard Sweaters Ltd.,"10, Habirbari, Zamirdia
Mymensingh
Mymensingh","Shirt
											 ,Pant											,Jacket"
Orchid Garments Ltd.,"Chhaydana, Dagerchala Road, National University
Gazipur
Gazipur Sadar","Jackets
											 ,Pants											,Skirts											,Shorts"
Orchid Styles Ltd.,"Mallik Tower (11th Floor), 13/14, Chiriakhana Rd., Section-1
Dhaka
Mirpur","Shirts
											 ,Trousers											,T-Shirts"
Orchid Sweater Ltd.,"B-8/A-B, FIDC Road, BSCIC I/A
Chittagong
Chittagong","Sweaters
											 ,Pullovers											,Cardigans"
Ordian Fashion Ltd.,"446, Dhakhin Gawir, Dhakhin Khan
Dhaka
Uttra","Jackets
											 ,T-Shirts											,Polo Shirts											,Tank Tops"
Ordinal Fashions Ltd.,"Bengal Plaza-4 (1st Fl), Jamgora, Ashulia
Dhaka
Savar","T-Shirts
											 ,Polo Shirts"
Organic Jeans Ltd.,"Plot # A/1 & 2, Block - B, BSCIC I/A
Chittagong
Pahartoli","Shirts
											 ,Jackets											,Trousers"
Orient Allure Knitwear Ltd.,"6/10 Shalikchura, Ershad Nagar
Gazipur
Tongi",Sweater
Orient Allure Lingerie Ltd.,"Dewaliabari,
Gazipur
Konabari","Shirts
											 ,Pants"
Orient Dresses Ltd.,"284, Ibrahimpur, Khan Mansion, Kachukhet
Dhaka
Cantonment","Jackets
											 ,Trousers											,Track Suits											,Shorts"
Oriental Fashion Ltd.,"Dusied, Ashulia
Dhaka
Dhaka","T-Shirts
											 ,Polo Shirts"
Oriental Industrial Co. Ltd.,"Bagia, Konabari
Gazipur
Joydevpur",Sweaters
N/A,N/A,N/A
Oriental Wool Wears Ltd.,"South Panishile,
Gazipur
Kashimpur","Cardigans
											 ,Pullovers											,Vest"
Origin Apparels Ltd.,"Holding # 583, Block # B, Word # 23, Hatiyab
Gazipur
Gazipur Sadar","Shirts
											 ,pants"
Ornate Apparels Ltd.,"Plot # 1-2, Main Road, Section # 10
Dhaka
Mirpur","Rain Wears
											 ,Dresses Iniforms											,Night Wears"
Ornate International Ltd.,"Asha Plaza (4th Floor), Hemayetpur Bus Stand
Dhaka
Savar","Jackets
											 ,Trousers											,Dresses											,Shorts"
Ornate Knit Garment Industries Ltd.,"Bararangamtia, Dawan Idris Road, Zirabo
Dhaka
Dhaka","T-Shirts
											 ,Payjama											,Singlet"
Ornob Fashion Wear Ltd.,"Bade Kalmeshwar,
Gazipur
Gazipur","Shirts
											 ,Blouses											,Shorts"
N/A,N/A,N/A
Orpat Sweater Ltd.,"1 No Mohim Gangoli Road,, Al-Joynal Alonker Plaza, (4th-6th Floor),
Narayanganj
Tanbazar",Sweater
Osaka Fashion Wears Ltd,"Inds. Plot # 75, Road # 5, Rupnagar I/A, Section # 2
Dhaka
Mirpur","Shirts
											 ,Ladies  Blouses											,Trousers											,Bermuda"
Ospinter Garments Ltd.,"SFB # 2 (1st Floor), Ashulia, DEPZ
Dhaka
Savar","Shirts
											 ,Jackets											,Pants"
Otobi Apparels (Pvt.) Ltd.,"83, Haranath Ghosh Road,
Dhaka
Lalbagh","Gowns
											 ,Jackets											,Jogging Suit"
Outfit Apparels Ltd.,"52/B, Nasirabad,
Chittagong","T-Shirts
											 ,Polo Shirts											,Jackets"
Outfit Dresses Ltd.,"52/B, Nasirabad,
Chittagong","T-Shirts
											 ,Polo Shirts											,Bottoms											,Shorts"
N/A,N/A,N/A
Outright Fashion Ltd.,"965, Shewrapara, Rokeya Sarani
Dhaka
Mirpur","Wind Suits
											 ,Jackets											,Trousers											,Shorts"
N/A,N/A,N/A
Outwear Fashion Ltd.,"965, Shewrapara, Rokeya Sharani
Dhaka
Mirpur","Jackets
											 ,Windsuits											,Trousers											,Shorts"
